App Name,Refined_Features
ToGoZip,"description: A ZIP/archiving utility that lets users pick a target folder via Android’s system picker, create and name ZIP archives, tune advanced parameters for long filenames, and enable debugging with detailed path logging.

feature-1: Configure and grant folder-level access so the app can save and edit ZIP archives in a user-selected directory.
sub-feature 1-1: When the user taps the in-app ""Edit"" control in package ""de.k3b.android.toGoZip"" (resource-id ""android:id/button1"", text ""Edit""), the system DocumentsUI (""com.google.android.documentsui"") opens; confirming the target directory is done by pressing ""USE THIS FOLDER"" (resource-id ""android:id/button1"", text ""USE THIS FOLDER""), which triggers a permission prompt that is granted by tapping ""ALLOW"" (resource-id ""android:id/button1"", text ""ALLOW""), after which the app gains read/write access to the chosen folder.

feature-2: Set output archive properties and adjust advanced ZIP handling parameters.
sub-feature 2-1: After invoking the folder picker via the in-app ""Edit"" button (resource-id ""android:id/button1"", text ""Edit"") and confirming the location with ""USE THIS FOLDER"" followed by granting permission with ""ALLOW"", the user returns to the app and selects ""Output Zip File"" (resource-id ""android:id/title"", text ""Output Zip File"") to open an input field (resource-id ""android:id/edit"") where entering ""kk"" defines the ZIP filename and confirming with ""OK"" (resource-id ""android:id/button1"", text ""OK"") saves it; then choosing ""Long File: Min Text Len"" (resource-id ""android:id/title"", text ""Long File: Min Text Len"") opens another input (resource-id ""android:id/edit"") where typing ""100"" and confirming with ""OK"" updates the minimum text length for long-file handling, and the changes are saved to the app’s configuration.

feature-3: Provide diagnostic controls to aid troubleshooting through debug mode and detailed path logging.
sub-feature 3-1: After obtaining folder access via the ""Edit"" → ""USE THIS FOLDER"" → ""ALLOW"" flow, the user enables ""Debug Mode"" by tapping the list item (resource-id ""android:id/title"", text ""Debug Mode"") and activates detailed logging by selecting the preference (resource-id ""android:id/title"", text ""Log full source file paths of added files.""), ensuring that added files’ absolute paths are recorded in the log."
Vanilla_Music,"description: An Android music player (Vanilla Music, package ch.blinkenlights.android.vanilla) that lets users browse their media library, search for tracks, and control playback with on-screen buttons.

feature 1: Search for music and start playback directly from search results.
sub-feature 1-1: When the user taps the toolbar control identified by class ""android.widget.ImageButton"", the search field with resource-id ""android:id/search_src_text"" becomes active; entering the query ""closer"" and submitting via the magnifying icon with resource-id ""android:id/search_mag_icon"" triggers an in-app search that displays matching items, and selecting a result labeled with resource-id ""ch.blinkenlights.android.vanilla:id/text"" opens the track’s details or begins playback.

feature 2: Browse the media library and operate playback/navigation controls.
sub-feature 2-1: After opening the app (package ""ch.blinkenlights.android.vanilla""), tapping a list or card area with class ""android.widget.RelativeLayout"" selects or opens the corresponding media item (e.g., album, playlist, or track) and updates the view; pressing an on-screen control with class ""android.widget.ImageButton"" performs its associated action (such as play/pause, next, or opening a menu) with a visible UI response; pressing another ""android.widget.ImageButton"" triggers a different action that updates the interface; tapping the ""android.widget.RelativeLayout"" item/container again navigates further or returns focus to the list, with the screen reflecting the relevant media view or selection state.

=== Generated at: 2025-08-20 10:29:52 ==="
Vector_Pinball,"description: An arcade pinball game that lets players configure gameplay options, browse high scores, switch between tables, and start a play session with responsive touch interaction on the playfield.

feature 1: Configure gameplay options and interact with the playfield to begin and control a session.
sub-feature 1-1: When the user taps the unlimited balls toggle identified by the resource-id ""com.dozingcatsoftware.bouncy:id/unlimitedBallsToggle"", the setting switches and the UI reflects the new state; tapping the start control ""com.dozingcatsoftware.bouncy:id/startGameButton"" then begins gameplay, transitioning from the setup/menu into the game screen; once running, a tap on the playfield surface with class ""android.widget.FrameLayout"" is recognized as in-game input (for example, launching the ball or triggering playfield actions), confirming touch interaction is active on the main game area.

feature 2: View and manage high scores, select different pinball tables, and start a session on the chosen table.
sub-feature 2-1: Tapping the High Score button ""com.dozingcatsoftware.bouncy:id/highScoreButton"" displays the high score view, tapping ""com.dozingcatsoftware.bouncy:id/hideHighScoreButton"" hides it and returns to the selection screen, pressing the Next Table button ""com.dozingcatsoftware.bouncy:id/nextTableButton"" advances the table selection and updates its preview or name, and pressing Start Game ""com.dozingcatsoftware.bouncy:id/startGameButton"" transitions into active gameplay on the currently selected table.

=== Generated at: 2025-08-20 10:31:00 ==="
Wave_Lines_Live_Wallpaper,"description: An app that provides a customizable WaveLines live wallpaper, enabling users to apply it via the Android live wallpaper picker, edit visual theme behaviors, manage theme collections and layout, and access repeatable actions through an overflow menu on the main screen.

feature 1: Apply the WaveLines live wallpaper to the home and lock screens through the system’s live wallpaper picker.
sub-feature 1-1: From the main screen, tapping the central preview surface identified by class ""android.view.View"" at index ""0"" activates the interface, after which tapping ""de.markusfisch.android.wavelines:id/set_theme"" launches the Android live wallpaper selection flow; in com.android.wallpaper.livepicker, pressing ""com.android.wallpaper.livepicker:id/preview_attribution_pane_set_wallpaper_button"" proceeds to placement options, and choosing ""android:id/text1"" with text ""Home screen and lock screen"" applies the WaveLines live wallpaper to both the home and lock screens.

feature 2: Customize the wallpaper’s visual behavior using a theme editor with toggles for coupled waves, uniform line width, and random start colors.
sub-feature 2-1: After tapping the root view ""android.view.View"" at index 0 on the main interface, opening the editor via ""de.markusfisch.android.wavelines:id/edit_theme"" reveals toggles where tapping ""de.markusfisch.android.wavelines:id/coupled"" (text ""Coupled waves ON"") switches the coupled-waves state and updates its label, tapping ""de.markusfisch.android.wavelines:id/uniform"" (text ""Uniform width OFF"") enables uniform line width and changes the text to ""ON"", and tapping ""de.markusfisch.android.wavelines:id/shuffle"" (text ""Random start color OFF"") enables randomized start colors with the label updating accordingly, providing immediate ON/OFF confirmation.

feature 3: Manage themes and control the collection layout, including adding new themes and changing the grid column count.
sub-feature 3-1: Tapping ""de.markusfisch.android.wavelines:id/add_theme"" presents the UI to create or add a theme, and selecting ""de.markusfisch.android.wavelines:id/change_layout"" opens a layout selection menu where choosing the list item ""android:id/text1"" with text ""3 columns"" applies a three-column grid and updates the theme display accordingly.

feature 4: Access and repeatedly invoke actions from an overflow menu on the primary screen.
sub-feature 4-1: With the main view shown, tapping the element ""android.view.View"" at index ""2"" initiates the flow, then pressing the overflow icon with content-desc ""More options"" opens the menu and selecting the top entry ""android.widget.RelativeLayout"" at index ""0"" executes its action and returns to the screen; this open-then-select-first-item sequence is repeated multiple times using the same controls to confirm consistent behavior, and after a final press on ""More options"", tapping another element identified by package ""de.markusfisch.android.wavelines"" and index ""0"" triggers its associated action, concluding back on the main view.

=== Generated at: 2025-08-20 10:32:44 ==="
Wi_Fi_Privacy_Police,"description: A privacy-focused app that guides users through initial permission consent and provides navigable sections such as Privacy protection, Data protection, and Known hotspots to review and manage privacy-related information.
feature 1: Provides a guided onboarding flow and direct access to privacy-related sections from the main interface.
sub-feature 1-1: Handles initial Android system permission consent and opens the Privacy protection screen. When launching the app, the system permissions screen appears and the user taps the Continue button identified by resource-id ""com.android.permissioncontroller:id/continue_button"" and text ""Continue"" to proceed; upon returning to the app, an in-app confirmation dialog is dismissed by pressing the positive action button identified by resource-id ""android:id/button1"" and text ""OK"", after which selecting the list item identified by resource-id ""android:id/title"" and text ""Privacy protection"" navigates to and displays the Privacy protection screen.
sub-feature 1-2: Confirms onboarding dialogs and opens the Data protection screen. After advancing past the Android permission controller by tapping the Continue button with resource-id ""com.android.permissioncontroller:id/continue_button"" and confirming the in-app prompt by pressing the OK button with resource-id ""android:id/button1"", selecting the entry identified by resource-id ""android:id/title"" and text ""Data protection"" opens the corresponding Data protection screen to surface its related content.
sub-feature 1-3: Navigates between privacy sections, switching from Data protection to Known hotspots. Following the initial permission flow (tapping the Continue button ""com.android.permissioncontroller:id/continue_button"" and confirming with ""android:id/button1"" OK), the user selects the list item identified by resource-id ""android:id/title"" and text ""Data protection"" to open that section, and then selects the list item identified by resource-id ""android:id/title"" and text ""Known hotspots"" to switch the view to the Known hotspots section so that its hotspot information becomes visible.

=== Generated at: 2025-08-20 10:34:22 ==="
audiorecorder,"description: An app for recording, managing, and sharing audio files, with configurable recording parameters such as audio format and sample rate.

feature-1: Capture and manage recordings, including viewing details, renaming, and sharing, in a streamlined workflow.
sub-feature 1-1: Start a new recording by tapping the control with resource-id ""com.github.axet.audiorecorder:id/fab"", stop and save it via ""com.github.axet.audiorecorder:id/recording_done"", open the saved item by tapping its entry ""com.github.axet.audiorecorder:id/recording_title"", rename it by tapping ""com.github.axet.audiorecorder:id/recording_player_edit"" to open a dialog with input ""com.github.axet.audiorecorder:id/custom"" where entering ""KK"" and confirming with ""android:id/button1"" applies the new title, and finally share the file through the action ""com.github.axet.audiorecorder:id/recording_player_share"" which invokes the system sharing interface.

feature-2: Configure recording and playback parameters through navigable settings screens and selection dialogs.
sub-feature 2-1: Navigate to settings by tapping an element with class ""android.widget.ImageView"", proceed via a container ""android.widget.RelativeLayout"", select a list entry header ""android:id/title"", use another ""android.widget.ImageView"" as designed to move through screens, and focus the main preferences in a ""android.widget.FrameLayout""; then open the ""Audio Format"" setting labeled by ""android:id/title"" to choose an option row ""android:id/text1"" that applies the format, and open the ""Sample Rate"" setting labeled by ""android:id/title"" to select ""android:id/text1"" with text ""22 kHz"", which sets the sample rate and updates or dismisses the dialog accordingly."
createpdf,"description: An Android PDF creator and document manager that lets users convert images into PDFs, handle confirmations and basic settings, navigate via menus and dialogs, and view, open, rename, and share created files.

feature 1: Convert selected images into a PDF through an image picker and a guided creation flow with confirmations.
sub-feature 1-1: When launching and skipping onboarding by tapping the button identified by the resource-id ""swati4star.createpdf:id/btn_skip"", a confirmation/system dialog appears and is acknowledged by pressing the positive button with resource-id ""android:id/button1""; a setting is then toggled via the switch control with resource-id ""android:id/switch_widget"", after which navigation is performed using a control identified only by its class ""android.widget.ImageButton"", triggering another confirmation that is again accepted with ""android:id/button1""; further navigation via the same ""android.widget.ImageButton"" leads to opening options where an entry with resource-id ""swati4star.createpdf:id/option_name"" is tapped, followed by another press on the class-only ""android.widget.ImageButton"" to expose the drawer/menu and a selection of a menu label identified by resource-id ""swati4star.createpdf:id/design_menu_item_text""; the specific conversion feature is then chosen by tapping the option whose resource-id is ""swati4star.createpdf:id/option_name"" and text is ""Images to PDF"", and image picking begins by pressing the button with resource-id ""swati4star.createpdf:id/addImages"" and text ""SELECT IMAGES""; an image is selected by toggling the checkbox view with resource-id ""swati4star.createpdf:id/check_view"", and the choice is confirmed via the Apply(1) action button identified by resource-id ""swati4star.createpdf:id/button_apply"" and text ""Apply(1)""; PDF creation is initiated with the CREATE PDF button having resource-id ""swati4star.createpdf:id/pdfCreate"" and text ""CREATE PDF"", and the final confirmation is provided by tapping the positive dialog button with resource-id ""swati4star.createpdf:id/md_buttonDefaultPositive"" and text ""OK"", after which the app proceeds to generate the PDF from the selected images.

feature 2: Manage existing PDF files from an in-app list, including viewing, renaming, and sharing documents.
sub-feature 2-1: On launch, skipping the introductory screen by tapping the button with resource-id ""swati4star.createpdf:id/btn_skip"" proceeds to the main options, where choosing the “View Files” entry identified by resource-id ""swati4star.createpdf:id/option_name"" and text ""View Files"" brings up the files list; selecting an item begins by toggling the selection checkbox with resource-id ""swati4star.createpdf:id/checkbox"" and then tapping the file entry label with resource-id ""swati4star.createpdf:id/fileName"", which opens a Material-style action dialog whose items are identified by resource-id ""swati4star.createpdf:id/md_title"", and choosing the option with text ""Open File"" opens the document viewer; returning to the list is accomplished by tapping the top-left navigation control with class ""android.widget.ImageButton"", after which tapping the same file entry again (resource-id ""swati4star.createpdf:id/fileName"") and selecting the ""Rename File"" action via the menu item with resource-id ""swati4star.createpdf:id/md_title"" and text ""Rename File"" presents an input field with resource-id ""android:id/input"" where the new name ""moutain.pdf"" is entered; confirming the rename is done through the positive action button with resource-id ""swati4star.createpdf:id/md_buttonDefaultPositive""; finally, tapping the file entry once more (resource-id ""swati4star.createpdf:id/fileName"") reopens the action dialog whose items carry resource-id ""swati4star.createpdf:id/md_title"", and choosing the option with text ""Share File"" initiates the system share flow for the selected document."
heartbeat,"description: A heart rate–focused app that centers on a single primary control to start and manage heartbeat measurements, complemented by a scrollable settings area and an overflow menu for additional actions.

feature 1: Start and manage heartbeat measurements via the primary floating action button.
sub-feature 1-1: When the app is open, tapping the floating action button with resource-id ""eu.berdosi.app.heartbeat:id/floatingActionButton"" in the package ""eu.berdosi.app.heartbeat"" initiates the main heartbeat action (such as starting a new measurement session), and the interface confirms this by entering an active measurement state or showing clear on-screen feedback that the primary function was executed.

feature 2: Access and invoke supplementary controls through a scrollable section and an overflow menu.
sub-feature 2-1: Tapping the control with resource-id ""eu.berdosi.app.heartbeat:id/scrollview_direction"" focuses or reveals its related section, then tapping the button with content-desc ""More options"" opens the overflow menu; within that menu, selecting the item represented by class ""android.widget.LinearLayout"" at index 1 triggers the first available action, and subsequently tapping the element with class ""android.widget.LinearLayout"" at index 2 triggers the next action, demonstrating sequential invocation of menu items by class and index."
newpass,"description: An Android password manager (package com.gero.newpass) that lets users set or unlock a master password, generate passwords with configurable character options, manage credential entries, and export stored passwords securely.

feature 1: Provide an initial access control flow to register or unlock the app with a master password. 
sub-feature 1-1: When the app launches, tapping the confirmation control labeled ""CONTINUE"" with resource-id ""android:id/button1"" dismisses the prompt and reveals the sign-in screen; the user enters ""123"" into the password field ""com.gero.newpass:id/login_tw_password"" and taps the action ""com.gero.newpass:id/register_or_unlock_textView"" to start the register/unlock process, transitioning toward an authenticated or setup state based on the entered password.

feature 2: Enable secure export of saved passwords from the settings area. 
sub-feature 2-1: After acknowledging the initial dialog by tapping ""android:id/button1"", the user types ""123qwe"" into ""com.gero.newpass:id/login_tw_password"" and presses ""com.gero.newpass:id/register_or_unlock_textView"" with text ""[create password]"" to establish/unlock the master password; opening settings via ""com.gero.newpass:id/button_Settings"", selecting the ""Export Passwords"" entry ""com.gero.newpass:id/txtName"", providing the passphrase ""123qwe"" in the input within the container ""android.widget.FrameLayout"", and confirming with ""android:id/button1"" initiates the export workflow.

feature 3: Offer configurable password generation options within the app. 
sub-feature 3-1: Following the initial confirmation ""android:id/button1"", the user enters ""123qwe"" into ""com.gero.newpass:id/login_tw_password"", taps ""com.gero.newpass:id/register_or_unlock_textView"" with text ""[create password]"" to enter creation mode, advances via ""com.gero.newpass:id/textView3"", and then taps the lowercase option ""com.gero.newpass:id/buttonLowercase"", after which the UI indicates lowercase characters are enabled for password generation.

feature 4: Allow users to add new credential entries with name, username/email, and password fields. 
sub-feature 4-1: After acknowledging ""android:id/button1"" and proceeding past the master password step by entering ""123qwe"" in ""com.gero.newpass:id/login_tw_password"" and tapping ""com.gero.newpass:id/register_or_unlock_textView"", the user taps ""com.gero.newpass:id/button_Add"" to open the add form, enters a preliminary value ""kk"" into a field without a resource-id, fills the entry name ""KK"" in ""com.gero.newpass:id/name_input"" and the password ""1234qwer"" in ""com.gero.newpass:id/password_input"", taps the action ""com.gero.newpass:id/textView2"", taps it again when labeled ""[add]"", focuses ""com.gero.newpass:id/email_input"" and inputs ""123@qq.com"", and finally taps ""com.gero.newpass:id/textView2"" once more to confirm and complete the addition."
openWorkout,"description: An Android workout planner and manager that lets users select a training program, configure participant options, start workouts, and create or edit training details including names and visual options.

feature-1: Configure a workout session by choosing a training program and participant gender, then start the session.
sub-feature 1-1: When the user taps the training selector identified by resource-id ""com.health.openworkout:id/trainingNameView"", a list of options appears; selecting the list item with resource-id ""android:id/text1"" and text ""Seven minutes workout training"" sets it as the active program and updates the visible selection, then tapping the gender option ""com.health.openworkout:id/radioFemale"" marks the female radio button as selected and deselects others, and finally pressing the start control ""com.health.openworkout:id/startTextView"" initiates the workout flow for the chosen ""Seven minutes workout training"", transitioning into the workout screen or timer according to the selected settings.

feature-2: View a training’s details and edit its metadata in a focused edit mode.
sub-feature 2-1: Tapping the training details entry with resource-id ""com.health.openworkout:id/detailTrainingView"" opens the detail view; pressing the edit button ""com.health.openworkout:id/edit"" switches to edit mode; tapping the editable area ""com.health.openworkout:id/editView"" focuses the editor; entering the text ""KK"" into the name field ""com.health.openworkout:id/nameView"" updates the training name; and pressing the save control ""com.health.openworkout:id/save"" commits the change so the updated name ""KK"" is preserved and reflected in the training’s details.

feature-3: Plan and manage trainings by adding new entries, resetting form inputs, saving changes, and customizing options like icons.
sub-feature 3-1: Opening the training detail via ""com.health.openworkout:id/detailTrainingView"" and expanding actions with ""com.health.openworkout:id/expandableButton"" reveals controls; tapping ""com.health.openworkout:id/addButton"" shows an input form where entering “expert” into ""com.health.openworkout:id/nameView"" populates the name, pressing ""com.health.openworkout:id/reset"" clears the field, re-entering “expert” repopulates it, and activating save via ""com.health.openworkout:id/save"" persists the new training so “expert” is available; engaging edit with ""com.health.openworkout:id/edit"" opens the same training in edit mode, opening options via ""com.health.openworkout:id/optionView"" displays configuration choices, and tapping the system icon ""android:id/icon"" selects the desired option (such as an icon), which is then reflected in the training detail view."
periodical,"description: A calendar-centric tracker that lets users quickly orient to today, select and confirm specific dates, navigate to previous calendar pages, access toolbar actions, and perform data backups with confirmation.

feature-1: Provide intuitive date selection and confirmation within a calendar view.
sub-feature 1-1: Jump to the current date, pick a specific day, and confirm the choice to apply it. When the user taps the Today control identified by resource-id ""de.arnowelzel.android.periodical:id/buttontoday"", the calendar focuses on the current date; the user then selects the 28th by tapping the day cell identified by resource-id ""de.arnowelzel.android.periodical:id/cal28"", and finalizes the selection by pressing the positive action button identified by resource-id ""android:id/button1"".
sub-feature 1-2: Select a specific calendar day and confirm it via the system dialog. The user taps the day cell identified by resource-id ""de.arnowelzel.android.periodical:id/cal03"" to choose the 3rd and then confirms the action by pressing the dialog’s positive button identified by resource-id ""android:id/button1"".

feature-2: Enable toolbar-driven navigation and maintenance actions, including moving through calendar pages and backing up data with confirmation prompts.
sub-feature 2-1: Access toolbar actions, navigate to a previous period, and initiate a confirmed backup. The user opens the toolbar by tapping an image button identified by class ""android.widget.ImageButton"", moves backward in time by pressing the previous-navigation control identified by resource-id ""de.arnowelzel.android.periodical:id/buttonprev"", taps image buttons identified by class ""android.widget.ImageButton"" again to expose more actions, selects the menu item with text ""Backup"" to start the backup, and confirms the operation by pressing the positive confirmation button identified by resource-id ""android:id/button1""."
ulogger,"description: An app for GPS track logging and management that lets users create and record named tracks, add commented waypoints, manage and export track data, run diagnostics, view app info, and configure detailed logging settings.

feature-1: Create and record tracks, and capture waypoints with comments.
sub-feature 1-1: When the user taps the New Track button (resource-id ""net.fabiszewski.ulogger:id/buttonNewTrack""), enters ""newtrack"" into the name field (resource-id ""net.fabiszewski.ulogger:id/newtrack_edittext""), and confirms via the submit button (resource-id ""net.fabiszewski.ulogger:id/newtrack_button_submit""), a new track is created; recording is toggled with the logging switch (resource-id ""net.fabiszewski.ulogger:id/switchLogger""); a waypoint is added by tapping the waypoint button (resource-id ""net.fabiszewski.ulogger:id/buttonWaypoint""), editing the comment field (resource-id ""net.fabiszewski.ulogger:id/waypointComment"", initially ""Waypoint description"") to ""newtrack"", and saving via the save control (resource-id ""net.fabiszewski.ulogger:id/waypointButton""); finally, a system Back returns to the track view showing the new track and waypoint.

feature-2: Access diagnostics and app information from the overflow menu.
sub-feature 2-1: Tapping the action menu button (content-desc ""More options"") opens the options menu where choosing ""Self-check"" (resource-id ""net.fabiszewski.ulogger:id/title"", text ""Self-check"") runs the diagnostic; reopening the menu via ""More options"" and selecting ""About"" (resource-id ""net.fabiszewski.ulogger:id/title"", text ""About"") shows the About dialog, which is dismissed by pressing OK (resource-id ""net.fabiszewski.ulogger:id/about_button_ok"", text ""OK"") to return to the prior screen.

feature-3: Manage the current track and its data, including exporting and clearing.
sub-feature 3-1: Creating and activating a new track via the New Track flow (button ""net.fabiszewski.ulogger:id/buttonNewTrack"" and confirm ""net.fabiszewski.ulogger:id/newtrack_button_submit"") is followed by long-pressing the logger switch (resource-id ""net.fabiszewski.ulogger:id/switchLogger"") to control logging; tapping the export action (resource-id ""net.fabiszewski.ulogger:id/menu_export"") presents export options; opening the overflow (content-desc ""More options"") and selecting ""Clear track"" (resource-id ""net.fabiszewski.ulogger:id/title"", text ""Clear track"") prompts a confirmation dialog that, when confirmed via OK (resource-id ""android:id/button1"", text ""OK""), clears the current track.

feature-4: Configure detailed logging behavior through settings.
sub-feature 4-1: Opening Settings (resource-id ""net.fabiszewski.ulogger:id/menu_settings"") allows setting Minimum time to ""10 seconds"" (tap row resource-id ""android:id/title"", then select ""android:id/text1"" with text ""10 seconds""), Minimum distance to ""50 m"" (select ""android:id/text1"" with text ""50 m""), Minimum accuracy to ""25 m"" (select ""android:id/text1"" with text ""25 m""), and Location provider to ""GPS"" (select ""android:id/text1"" with text ""GPS"")."
